,airplane,apple,backpack,banana,baseball bat,baseball glove,bear,bed,bench,bicycle,bird,boat,book,bottle,bowl,broccoli,bus,cake,car,carrot,cat,cell phone,chair,clock,couch,cow,cup,dining table,dog,donut,elephant,fire hydrant,fork,frisbee,giraffe,hair drier,handbag,horse,hot dog,keyboard,kite,knife,laptop,microwave,motorcycle,mouse,orange,oven,parking meter,person,pizza,potted plant,refrigerator,remote,sandwich,scissors,sheep,sink,skateboard,skis,snowboard,spoon,sports ball,stop sign,suitcase,surfboard,teddy bear,tennis racket,tie,toaster,toilet,toothbrush,traffic light,train,truck,tv,umbrella,vase,wine glass,zebra
scissors,0.0,0.008915304606240713,0.010401188707280832,0.008915304606240713,0.0014858841010401188,0.0,0.0,0.01337295690936107,0.008915304606240713,0.005943536404160475,0.008915304606240713,0.0,0.1426448736998514,0.17087667161961367,0.1188707280832095,0.004457652303120356,0.0,0.029717682020802376,0.010401188707280832,0.007429420505200594,0.029717682020802376,0.04903417533432392,0.1411589895988113,0.02823179791976226,0.02823179791976226,0.0,0.18573551263001487,0.13818722139673106,0.010401188707280832,0.0029717682020802376,0.0,0.0,0.0237741456166419,0.0014858841010401188,0.0,0.0,0.029717682020802376,0.0,0.005943536404160475,0.08320950965824665,0.004457652303120356,0.09806835066864784,0.08172362555720654,0.02823179791976226,0.0014858841010401188,0.07280832095096583,0.005943536404160475,0.0549777117384844,0.0,0.3952451708766716,0.02823179791976226,0.04309063893016345,0.02674591381872214,0.019316493313521546,0.005943536404160475,0,0.010401188707280832,0.06686478454680535,0.0,0.0,0.0,0.06537890044576523,0.004457652303120356,0.0029717682020802376,0.004457652303120356,0.0,0.01188707280832095,0.0014858841010401188,0.02674591381872214,0.0,0.005943536404160475,0.01634472511144131,0.0014858841010401188,0.0,0.005943536404160475,0.08320950965824665,0.007429420505200594,0.03714710252600297,0.020802377414561663,0.0
sheep,0.0009049773755656109,0.0009049773755656109,0.016289592760180997,0.0,0.0,0.0,0.0,0.0018099547511312218,0.017194570135746608,0.006334841628959276,0.024434389140271493,0.007239819004524887,0.0018099547511312218,0.012669683257918552,0.007239819004524887,0.0,0.008144796380090498,0.0027149321266968325,0.05520361990950226,0.0018099547511312218,0.01085972850678733,0.011764705882352941,0.015384615384615385,0.0009049773755656109,0.0009049773755656109,0.06515837104072399,0.005429864253393665,0.006334841628959276,0.06334841628959276,0.0,0.0,0.0009049773755656109,0.0,0.0,0.0009049773755656109,0.0,0.023529411764705882,0.03800904977375565,0.0,0.0009049773755656109,0.0009049773755656109,0.0027149321266968325,0.0027149321266968325,0.0,0.007239819004524887,0.0009049773755656109,0.0,0.0,0.0,0.23800904977375564,0.0,0.004524886877828055,0.0009049773755656109,0.0,0.0009049773755656109,0.0,0,0.0009049773755656109,0.0,0.0,0.0,0.0027149321266968325,0.0009049773755656109,0.0027149321266968325,0.0027149321266968325,0.0,0.006334841628959276,0.0,0.013574660633484163,0.0,0.0,0.0,0.0018099547511312218,0.0036199095022624436,0.046153846153846156,0.0027149321266968325,0.0036199095022624436,0.0,0.0,0.005429864253393665
sink,0.0,0.0,0.009115770282588878,0.0,0.0,0.0,0.0,0.0,0.004861744150714068,0.0,0.0,0.0,0.04223640230932847,0.3764813126709207,0.21027043451838348,0.0,0.0,0.0,0.0018231540565177757,0.0,0.0,0.020054694621695533,0.13552111820115467,0.0,0.0,0.0,0.238529322394409,0.11151625645700396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02643573381950775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2157398966879368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030385900941962927,0.0,0.0,0.0,0.0,0.0
skateboard,0.0,0.0,0.09757068896853843,0.0,0.0,0.0,0.0,0.0015929908403026682,0.08761449621664676,0.0,0.0,0.0,0.0023894862604540022,0.020708880923934688,0.001991238550378335,0.0,0.014735165272799682,0.0,0.17244125846276384,0.0,0.0007964954201513341,0.01752289924332935,0.025886101154918358,0.0031859816806053365,0.0035842293906810036,0.0,0.006371963361210673,0.008363201911589008,0.02309836718438869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04221425726802071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9848665870171247,0.0,0.011549183592194345,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00398247710075667,0.0,0.0,0.0,0.0,0.0,0.005575467941059339,0.0,0.0,0.0,0.020708880923934688,0.0,0.04181600955794504,0.0011947431302270011,0.019115890083632018,0.0011947431302270011,0.0,0.0
skis,0.0009053870529651426,0.0,0.20461747397012223,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0004526935264825713,0.001358080579447714,0.0,0.0004526935264825713,0.004979628791308284,0.001358080579447714,0.0,0.002716161158895428,0.0,0.022634676324128564,0.0,0.0,0.004074241738343142,0.006337709370755998,0.0009053870529651426,0.0,0.0,0.0018107741059302852,0.0018107741059302852,0.015391579900407425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007695789950203712,0.0,0.0,0.0,0.0,0.0004526935264825713,0.0,0.0,0.0009053870529651426,0.0,0.0,0.0,0.0,0.9868718877320054,0.0,0.0022634676324128564,0.0,0.0,0.0,0.0,0.0,0.0004526935264825713,0.0004526935264825713,0,0.0,0.0,0.0,0.0,0.0,0.001358080579447714,0.0,0.0,0.0022634676324128564,0.0,0.0,0.0,0.0022634676324128564,0.0009053870529651426,0.010864644635581712,0.0009053870529651426,0.0018107741059302852,0.0,0.0,0.0
snowboard,0.0,0.0,0.10085470085470086,0.0008547008547008547,0.0,0.0017094017094017094,0.0,0.0008547008547008547,0.015384615384615385,0.0,0.0,0.002564102564102564,0.0017094017094017094,0.0008547008547008547,0.0008547008547008547,0.0,0.0,0.0,0.023076923076923078,0.0,0.0,0.0017094017094017094,0.010256410256410256,0.0008547008547008547,0.004273504273504274,0.0,0.0008547008547008547,0.0017094017094017094,0.005982905982905983,0.0,0.0,0.0008547008547008547,0.0,0.0,0.0,0.0,0.007692307692307693,0.0,0.0,0.0008547008547008547,0.002564102564102564,0.0,0.0008547008547008547,0.0,0.0008547008547008547,0.0,0.0,0.0,0.0,0.9811965811965812,0.0,0.0017094017094017094,0.0,0.003418803418803419,0.0,0.0,0.0,0.0,0.017094017094017096,0.27008547008547007,0,0.0,0.0,0.0008547008547008547,0.0008547008547008547,0.005982905982905983,0.0008547008547008547,0.0,0.0008547008547008547,0.0,0.0,0.0,0.004273504273504274,0.0008547008547008547,0.01452991452991453,0.0,0.0008547008547008547,0.0,0.0,0.0
spoon,0.0,0.0,0.012835940633774568,0.0,0.0,0.0,0.0,0.006417970316887284,0.015643802647412757,0.0,0.0,0.0,0.05054151624548736,0.32611311672683513,0.5892498997192138,0.0,0.00040112314480545525,0.0,0.01684717208182912,0.0,0.011231448054552748,0.04332129963898917,0.2711592458884878,0.03369434416365824,0.029683112715603692,0.0,0.5282791817087846,0.5992779783393501,0.011231448054552748,0.0,0.0,0.0,0.32170076213397514,0.0,0.0,0.0,0.03449659045326915,0.0,0.0,0.0,0.0,0.34937825912555154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48455675892498995,0.0,0.06498194945848375,0.0,0.0,0.0,0.0,0.0,0.11592458884877657,0.00040112314480545525,0.0,0.0,0,0.0012033694344163659,0.0,0.0,0.0,0.0,0.0,0.023265142398716406,0.0,0.0,0.0,0.0012033694344163659,0.0,0.005615724027276374,0.021660649819494584,0.011632571199358203,0.05455274769354192,0.0,0.0
sports ball,0.0,0.0,0.038178164768921635,0.0,0.0,0.0,0.0,0.0,0.10482250502344273,0.0,0.0,0.0,0.011051574012056262,0.027796383121232417,0.004018754186202277,0.0,0.0,0.0,0.07300736771600803,0.0,0.0,0.00971198928332217,0.1507032819825854,0.010381781647689216,0.0056932350971198925,0.0,0.01507032819825854,0.009377093101138647,0.019089082384460818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023107836570663093,0.0,0.0,0.0,0.0,0.0016744809109176155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9614869390488948,0.0,0.007702612190221032,0.0,0.0,0.0,0.0,0.0,0.0003348961821835231,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016744809109176157,0.00971198928332217,0.0,0.0,0.0,0.0
stop sign,0.004118616144975288,0.0,0.051894563426688634,0.002471169686985173,0.0032948929159802307,0.0032948929159802307,0.0,0.0008237232289950577,0.023887973640856673,0.07495881383855024,0.01070840197693575,0.002471169686985173,0.0032948929159802307,0.008237232289950576,0.004942339373970346,0.0,0.06507413509060955,0.002471169686985173,0.4497528830313015,0.0,0.0016474464579901153,0.008237232289950576,0.016474464579901153,0.014827018121911038,0.0016474464579901153,0.0032948929159802307,0.009884678747940691,0.008237232289950576,0.005766062602965404,0.0,0.002471169686985173,0.0,0.0016474464579901153,0.004118616144975288,0.0008237232289950577,0.0,0.06507413509060955,0.013179571663920923,0.0,0.0008237232289950577,0.004118616144975288,0.0032948929159802307,0.0008237232289950577,0.0,0.04942339373970346,0.0,0.0,0.0008237232289950577,0.0,0.3797364085667216,0.0008237232289950577,0.02059308072487644,0.0016474464579901153,0.0008237232289950577,0.002471169686985173,0.0,0.0,0.0,0.018121911037891267,0.0016474464579901153,0.0,0.0008237232289950577,0.004942339373970346,0,0.006589785831960461,0.002471169686985173,0.0016474464579901153,0.004118616144975288,0.004118616144975288,0.0,0.0,0.0,0.09472817133443164,0.023064250411861616,0.17298187808896212,0.0016474464579901153,0.025535420098846788,0.0008237232289950577,0.0016474464579901153,0.0016474464579901153
suitcase,0.03310852237890864,0.0,0.2869405272838749,0.0,0.001226241569589209,0.0018393623543838135,0.0,0.08583690987124463,0.05763335377069283,0.04721030042918455,0.004904966278356836,0.011649294911097487,0.07847946045370938,0.0539546290619252,0.01655426118945432,0.0,0.041692213366033105,0.003678724708767627,0.13979153893316984,0.0,0.09380748007357449,0.049049662783568364,0.12630288166768852,0.027590435315757205,0.03678724708767627,0.0,0.034334763948497854,0.034334763948497854,0.03801348865726548,0.0,0.0,0.0,0.0018393623543838135,0.0,0.0,0.0,0.32924586143470264,0.004904966278356836,0.0,0.0,0.0,0.003678724708767627,0.027590435315757205,0.0,0.028203556100551808,0.0,0.0,0.00674432863274065,0.0,0.6431637032495402,0.0018393623543838135,0.03249540159411404,0.00674432863274065,0.011649294911097487,0.001226241569589209,0.0,0.0,0.008583690987124463,0.009196811771919068,0.001226241569589209,0.0,0.004291845493562232,0.00674432863274065,0.0,0,0.001226241569589209,0.0,0.004291845493562232,0.05272838749233599,0.0,0.0006131207847946045,0.0,0.028203556100551808,0.06560392397302268,0.06621704475781728,0.050889025137952175,0.03126916002452483,0.011649294911097487,0.005518087063151441,0.0
surfboard,0.0,0.0,0.024327784891165175,0.0,0.0,0.0,0.0,0.0012804097311139564,0.009389671361502348,0.0,0.0,0.0,0.002134016218523261,0.005548442168160478,0.0,0.0,0.002987622705932565,0.0,0.03627827571489543,0.0,0.0008536064874093043,0.002560819462227913,0.024754588134869825,0.0038412291933418692,0.0004268032437046522,0.0,0.0038412291933418692,0.005121638924455826,0.029022620571916347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019206145966709345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002134016218523261,0.0,0.0,0.0,0.0,0.9637217242851046,0.0,0.0017072129748186087,0.0,0.0,0.0,0.0,0.0,0.0,0.0034144259496372174,0.0,0.0,0.0004268032437046522,0.004268032437046522,0.0,0.0,0,0.0,0.0,0.0008536064874093043,0.0,0.0,0.0,0.002134016218523261,0.0004268032437046522,0.013230900554844216,0.0008536064874093043,0.02390098164746052,0.0004268032437046522,0.0,0.0
teddy bear,0.0013245033112582781,0.0,0.02119205298013245,0.005298013245033113,0.0006622516556291391,0.0,0.0,0.15960264900662252,0.019867549668874173,0.011258278145695364,0.005960264900662252,0.005960264900662252,0.1317880794701987,0.060927152317880796,0.030463576158940398,0.0,0.003973509933774834,0.016556291390728478,0.038410596026490065,0.0,0.04105960264900662,0.025165562913907286,0.14701986754966886,0.02119205298013245,0.10132450331125828,0.0,0.06291390728476821,0.0576158940397351,0.05033112582781457,0.0,0.0013245033112582781,0.0,0.005298013245033113,0.0,0.0013245033112582781,0.0,0.048344370860927154,0.003973509933774834,0.0,0.0,0.004635761589403974,0.005298013245033113,0.027152317880794703,0.0,0.00728476821192053,0.0,0.0,0.001986754966887417,0.0,0.4033112582781457,0.0026490066225165563,0.041721854304635764,0.005298013245033113,0.031125827814569535,0.004635761589403974,0.0,0.0,0.006622516556291391,0.001986754966887417,0.0013245033112582781,0.0,0.003973509933774834,0.008609271523178808,0.0,0.01390728476821192,0.0006622516556291391,0,0.0013245033112582781,0.04039735099337748,0.0,0.003973509933774834,0.0,0.0026490066225165563,0.0033112582781456954,0.00728476821192053,0.06158940397350993,0.01390728476821192,0.029801324503311258,0.007947019867549669,0.0
tennis racket,0.0,0.0,0.036739864864864864,0.0,0.0,0.0,0.0,0.0,0.08234797297297297,0.0,0.0,0.0,0.0033783783783783786,0.02787162162162162,0.001266891891891892,0.0,0.0029560810810810812,0.0,0.05405405405405406,0.0,0.001266891891891892,0.00633445945945946,0.19256756756756757,0.020692567567567568,0.0029560810810810812,0.0,0.005067567567567568,0.0004222972972972973,0.004222972972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02322635135135135,0.0,0.0,0.0,0.0,0.0,0.001266891891891892,0.0,0.001266891891891892,0.0,0.0,0.0,0.0,0.9898648648648649,0.0,0.017736486486486486,0.0,0.0,0.0,0.0,0.0,0.0004222972972972973,0.0,0.0,0.0,0.0,0.5325168918918919,0.0,0.0,0.0,0.0,0,0.02533783783783784,0.0,0.0,0.0,0.0021114864864864866,0.0,0.008868243243243243,0.0029560810810810812,0.01097972972972973,0.0008445945945945946,0.0,0.0
tie,0.0,0.0,0.048368953880764905,0.0,0.0,0.0,0.0,0.0,0.03712035995500562,0.0,0.0,0.0,0.051368578927634044,0.0614923134608174,0.0307461567304087,0.0,0.031121109861267343,0.0,0.08286464191976003,0.0,0.010498687664041995,0.0686164229471316,0.1544806899137608,0.02924634420697413,0.03412073490813648,0.0,0.09411323584551931,0.10798650168728909,0.014998125234345707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11398575178102738,0.0,0.0,0.0,0.0,0.050243719535058115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.04086989126359205,0.0,0.0,0.0,0.0,0.0,0.004874390701162355,0.0,0.0,0.0,0.0,0.011998500187476566,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.021747281589801274,0.0,0.03412073490813648,0.02924634420697413,0.03374578177727784,0.0,0.0,0.0
toaster,0.0,0.0728476821192053,0.026490066225165563,0.07947019867549669,0.0,0.0,0.0,0.013245033112582781,0.0,0.006622516556291391,0.006622516556291391,0.0,0.0728476821192053,0.5298013245033113,0.37748344370860926,0.019867549668874173,0.006622516556291391,0.059602649006622516,0.0,0.026490066225165563,0.013245033112582781,0.019867549668874173,0.2582781456953642,0.09271523178807947,0.039735099337748346,0.0,0.3708609271523179,0.2913907284768212,0.013245033112582781,0.0,0.0,0.0,0.019867549668874173,0.006622516556291391,0.0,0.0,0.033112582781456956,0.006622516556291391,0.0,0.006622516556291391,0.0,0.26490066225165565,0.033112582781456956,0.46357615894039733,0.0,0.0,0.059602649006622516,0.5761589403973509,0.0,0.26490066225165565,0.033112582781456956,0.17880794701986755,0.3841059602649007,0.0,0.019867549668874173,0.039735099337748346,0.0,0.5364238410596026,0.0,0.0,0.0,0.2052980132450331,0.0,0.0,0.006622516556291391,0.0,0.006622516556291391,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.006622516556291391,0.09271523178807947,0.07947019867549669,0.0
toilet,0.0,0.0,0.0034527406128614588,0.0,0.0,0.0,0.0,0.008631851532153647,0.0021579628830384117,0.0,0.0,0.0,0.02416918429003021,0.15580492015537334,0.025032369443245578,0.0,0.0,0.0,0.0073370738023306,0.0,0.04920155373327579,0.006473888649115235,0.022442813983599482,0.0069054812257229176,0.003884333189469141,0.0,0.06214933103150626,0.003884333189469141,0.0069054812257229176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01294777729823047,0.0,0.0,0.0,0.0,0.0008631851532153647,0.0017263703064307294,0.0,0.0,0.0,0.0,0.0,0.0,0.119551143720328,0.0,0.041864479930945185,0.0,0.0,0.0,0.0,0.0,0.5105740181268882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017263703064307294,0.0,0,0.0,0.00043159257660768235,0.00043159257660768235,0.0034527406128614588,0.008200258955545965,0.001294777729823047,0.036685369011653,0.0,0.0
toothbrush,0.0,0.0014285714285714286,0.008571428571428572,0.0,0.0,0.0,0.0,0.04,0.007142857142857143,0.005714285714285714,0.007142857142857143,0.002857142857142857,0.05,0.28,0.04,0.0,0.0,0.0,0.008571428571428572,0.0,0.04285714285714286,0.02857142857142857,0.04428571428571428,0.02142857142857143,0.022857142857142857,0.0,0.20285714285714285,0.02142857142857143,0.017142857142857144,0.0,0.0,0.0,0.002857142857142857,0.0,0.0,0.0,0.03142857142857143,0.0,0.0,0.004285714285714286,0.0,0.008571428571428572,0.008571428571428572,0.005714285714285714,0.0,0.002857142857142857,0.0014285714285714286,0.0014285714285714286,0.0,0.54,0.0014285714285714286,0.041428571428571426,0.004285714285714286,0.005714285714285714,0.0,0.0,0.0,0.4357142857142857,0.0,0.0,0.0,0.01,0.0014285714285714286,0.0,0.002857142857142857,0.0,0.008571428571428572,0.0014285714285714286,0.002857142857142857,0.0,0.19714285714285715,0,0.0,0.0,0.0,0.017142857142857144,0.002857142857142857,0.024285714285714285,0.004285714285714286,0.0
traffic light,0.0,0.0,0.11717939854821983,0.0,0.0,0.0,0.0,0.0,0.047701348081576216,0.0,0.0,0.0,0.0031109574835810577,0.007950224680262703,0.000691323885240235,0.0,0.0,0.0,0.6159695817490495,0.0,0.0,0.02799861735222952,0.011406844106463879,0.04873833390943657,0.0,0.0,0.007258900795022468,0.004839267196681645,0.014172139647424819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17490494296577946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6062910473556862,0.0,0.023850674040788108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017283097131005876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2571724853093674,0.006221914967162115,0.0,0.0,0.0,0.0
train,0.0,0.0,0.0726461038961039,0.0,0.0,0.0,0.0,0.0008116883116883117,0.06534090909090909,0.0,0.0,0.0,0.00487012987012987,0.007305194805194805,0.0008116883116883117,0.0,0.026379870129870128,0.0,0.12094155844155845,0.0,0.0008116883116883117,0.017857142857142856,0.015422077922077922,0.02353896103896104,0.0012175324675324675,0.0,0.004058441558441558,0.005275974025974026,0.004464285714285714,0.0,0.0,0.0,0.00040584415584415587,0.0,0.0,0.0,0.10186688311688312,0.0,0.0,0.0,0.0,0.00040584415584415587,0.002029220779220779,0.0,0.0,0.0,0.0,0.0,0.0,0.4565746753246753,0.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.00040584415584415587,0.002029220779220779,0.0,0.0,0.00040584415584415587,0.00040584415584415587,0.0,0.0,0.0,0.0,0.0,0.020292207792207792,0.0,0.0,0.0,0.11647727272727272,0,0.05032467532467533,0.0036525974025974025,0.011363636363636364,0.0008116883116883117,0.0,0.0
truck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017588521175653783,0.006017125665355242,0.0,0.0,0.0,0.5989354316130525,0.0,0.0,0.0,0.03587132608192548,0.0,0.0,0.0,0.009719972228650776,0.01411710252256422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10599398287433465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6528581346910437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
tv,0.0,0.0,0.04293324976496396,0.0,0.0,0.0,0.0,0.0,0.009714822939517392,0.0,0.0,0.0,0.3281103102475713,0.14572234409276089,0.07333124412409903,0.0,0.0,0.0,0.015042306486994672,0.0,0.0,0.09902851770604826,0.4359135067376998,0.0,0.0,0.0,0.18990911939830774,0.1698527107489815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0560952679410843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42745220933876527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028831087433406455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00407395800689439,0,0.0,0.0,0.0,0.0
umbrella,0.0,0.0,0.12950163695889413,0.0,0.0,0.0,0.0,0.0,0.08730447435431066,0.0,0.0,0.0,0.022189887231720627,0.05092761004001455,0.018188432157148052,0.0,0.04692615496544198,0.0,0.20589305201891597,0.0,0.014186977082575483,0.0411058566751546,0.2186249545289196,0.02000727537286286,0.008002910149145144,0.0,0.04474354310658421,0.09930883957802837,0.025100036376864313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29683521280465625,0.0,0.0,0.0,0.0,0.009821753364859949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8770461986176792,0.0,0.06111313204801746,0.0,0.0,0.0,0.0,0.0,0.0021826118588577663,0.0,0.0,0.0,0.0,0.021462349945434705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06147690069116042,0.0,0.0720261913423063,0.006911604219716261,0,0.0,0.0,0.0
vase,0.0,0.0,0.016600790513833993,0.0,0.0,0.0,0.0,0.04031620553359684,0.013438735177865613,0.0,0.0,0.0,0.18498023715415018,0.18616600790513835,0.17944664031620552,0.0,0.0003952569169960474,0.0,0.009881422924901186,0.0,0.02450592885375494,0.02766798418972332,0.36047430830039523,0.07865612648221344,0.2241106719367589,0.0,0.21422924901185772,0.3130434782608696,0.021739130434782608,0.0,0.0,0.0,0.04110671936758893,0.0,0.0,0.0,0.03438735177865613,0.0,0.0,0.0,0.0,0.05691699604743083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23636363636363636,0.0,0.3707509881422925,0.0,0.0,0.0,0.0,0.0,0.12055335968379446,0.0,0.0,0.0,0.0,0.001976284584980237,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0011857707509881424,0.0,0.002766798418972332,0.12490118577075099,0.009486166007905139,0,0.0,0.0
wine glass,0.0,0.0,0.019762845849802372,0.0,0.000564652738565782,0.0,0.0,0.006775832862789385,0.012422360248447204,0.004517221908526256,0.004517221908526256,0.006211180124223602,0.08582721626199886,0.4342179559570864,0.2930547713156409,0.0,0.000564652738565782,0.09824957651044608,0.020892151326933936,0.0,0.012987012987012988,0.07114624505928854,0.39920948616600793,0.04912478825522304,0.08921513269339357,0.0,0.4460756634669678,0.6493506493506493,0.009599096555618294,0.0,0.0,0.0,0.2738565782044043,0.0,0.0,0.0,0.08300395256916997,0.001129305477131564,0.0,0.0,0.0,0.2924901185770751,0.037267080745341616,0.0,0.0016939582156973462,0.0,0.0,0.0660643704121965,0.0,0.6606437041219649,0.10784867306606437,0.10954263128176171,0.0,0.039525691699604744,0.0,0.0,0.0,0.07171089779785432,0.000564652738565782,0.000564652738565782,0.0,0.19649915302089216,0.0016939582156973462,0.0,0.0,0.0,0.0,0.000564652738565782,0.07679277244494635,0.0,0.0016939582156973462,0.0,0.0,0.00282326369282891,0.003952569169960474,0.059853190287972896,0.021456804065499716,0.11123658949745906,0,0.0
zebra,0.0,0.0,0.0007552870090634441,0.0,0.0,0.0,0.0,0.0,0.004531722054380665,0.0007552870090634441,0.054380664652567974,0.0,0.0007552870090634441,0.0007552870090634441,0.0037764350453172208,0.0,0.0022658610271903325,0.0007552870090634441,0.024924471299093656,0.0,0.0022658610271903325,0.0007552870090634441,0.0030211480362537764,0.0,0.0007552870090634441,0.022658610271903322,0.0022658610271903325,0.0022658610271903325,0.0037764350453172208,0.0,0.01812688821752266,0.0,0.0,0.0,0.09818731117824774,0.0,0.0030211480362537764,0.006797583081570997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0581570996978852,0.0,0.0015105740181268882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007552870090634441,0.0,0.0015105740181268882,0.0,0.0,0.0,0.0037764350453172208,0.0,0.0,0.0,0.0,0.0007552870090634441,0.012084592145015106,0.0,0.004531722054380665,0.0007552870090634441,0.0,0
